origin,destination,travelTime,entryTime,exitTime,travelDistance
-1,6,52.62799999999697,25204.935,25257.563,NaN
12,8,51.21600000000035,25205.196,25256.412,NaN
3,8,33.26499999999942,25205.366,25238.631,NaN
12,8,57.42199999999866,25207.937,25265.359,NaN
-1,4,66.90100000000166,25208.603,25275.504,NaN
12,8,49.98199999999997,25208.969,25258.951,NaN
12,2,63.96800000000076,25209.17,25273.138,NaN
12,4,62.099999999998545,25216.909,25279.009,NaN
12,4,62.391999999999825,25218.816,25281.208,NaN
12,10,64.81999999999971,25226.292,25291.112,NaN
12,8,47.409999999999854,25230.797,25278.207,NaN
3,6,25.038000000000466,25232.494,25257.532,NaN
6,10,36.21599999999671,25239.348,25275.564,NaN
12,7,51.92399999999907,25243.374,25295.298,NaN
8,2,41.51100000000224,25246.407,25287.918,NaN
6,-1,56.34899999999834,25248.256,25304.605,NaN
12,3,66.50500000000102,25255.017,25321.522,NaN
12,6,60.667999999997846,25263.095,25323.763,NaN
12,6,65.68000000000029,25263.159,25328.839,NaN
12,6,63.6449999999968,25263.294,25326.939,NaN
6,4,24.281999999999243,25264.571,25288.853,NaN
12,4,71.63500000000204,25265.797,25337.432,NaN
5,2,28.220000000001164,25267.642,25295.862,NaN
10,3,48.39600000000064,25269.59,25317.986,NaN
6,13,81.49099999999817,25271.379,25352.87,NaN
6,9,46.25300000000061,25272.779,25319.032,NaN
5,2,22.876000000000204,25273.286,25296.162,NaN
1,14,79.54399999999805,25273.775,25353.319,NaN
11,4,61.52899999999863,25278.875,25340.404,NaN
6,14,54.876000000000204,25280.291,25335.167,NaN
6,14,62.68399999999747,25280.723,25343.407,NaN
6,-1,60.848000000001775,25280.923,25341.771,NaN
6,13,70.41100000000006,25281.123,25351.534,NaN
1,6,56.99799999999959,25282.321,25339.319,NaN
6,14,68.49299999999857,25282.592,25351.085,NaN
6,14,72.26299999999901,25283.928,25356.191,NaN
6,14,66.22300000000178,25283.928,25350.151,NaN
6,14,53.742999999998574,25284.896,25338.639,NaN
6,12,73.06100000000151,25285.063,25358.124,NaN
6,9,33.90400000000227,25285.296,25319.2,NaN
6,12,72.99699999999939,25287.763,25360.76,NaN
6,13,61.998999999999796,25288.532,25350.531,NaN
6,-1,44.50300000000061,25289.232,25333.735,NaN
6,12,70.72799999999916,25289.732,25360.46,NaN
6,8,31.952000000001135,25290.431,25322.383,NaN
6,14,42.86800000000221,25291.031,25333.899,NaN
6,4,17.33299999999872,25291.303,25308.636,NaN
12,8,56.02000000000044,25291.423,25347.443,NaN
6,14,65.71999999999753,25292.203,25357.923,NaN
6,14,57.346999999997934,25292.704,25350.051,NaN
6,14,56.32999999999811,25292.704,25349.034,NaN
6,-1,64.81999999999971,25292.971,25357.791,NaN
1,8,40.336999999999534,25294.326,25334.663,NaN
6,-1,64.85200000000259,25294.371,25359.223,NaN
6,-1,57.21200000000317,25294.939,25352.151,NaN
14,8,49.88500000000204,25295.655,25345.54,NaN
3,14,66.29999999999927,25296.93,25363.23,NaN
14,8,49.68399999999747,25297.491,25347.175,NaN
6,12,67.06499999999869,25298.503,25365.568,NaN
2,8,43.94499999999971,25298.626,25342.571,NaN
