origin,destination,travelTime,entryTime,exitTime,travelDistance
12,8,49.56999999999971,25200.033,25249.603,NaN
1,8,35.888999999999214,25200.204,25236.093,NaN
14,2,62.806000000000495,25202.784,25265.59,NaN
13,8,59.835000000002765,25205.152,25264.987,NaN
12,8,41.772000000000844,25207.233,25249.005,NaN
12,2,56.14899999999761,25209.473,25265.622,NaN
12,10,34.88600000000224,25210.676,25245.562,NaN
12,8,52.24099999999817,25214.18,25266.421,NaN
12,7,50.79699999999866,25219.752,25270.549,NaN
12,7,52.60399999999936,25220.548,25273.152,NaN
12,10,50.33299999999872,25221.553,25271.886,NaN
12,5,53.68799999999828,25222.684,25276.372,NaN
1,7,85.4880000000012,25223.065,25308.553,NaN
13,8,79.15100000000166,25230.946,25310.097,NaN
3,14,94.52700000000186,25232.654,25327.181,NaN
12,8,51.97999999999956,25240.069,25292.049,NaN
3,8,37.54500000000189,25259.71,25297.255,NaN
1,8,40.52399999999761,25269.312,25309.836,NaN
12,7,49.697000000000116,25272.404,25322.101,NaN
12,1,83.92900000000009,25273.441,25357.37,NaN
3,11,72.00099999999657,25275.366,25347.367,NaN
14,8,47.11599999999817,25284.537,25331.653,NaN
1,12,53.64300000000003,25285.828,25339.471,NaN
14,1,72.53499999999985,25288.541,25361.076,NaN
14,8,53.06200000000172,25294.545,25347.607,NaN
12,9,54.04400000000169,25297.763,25351.807,NaN
12,9,44.6359999999986,25302.738,25347.374,NaN
12,8,45.81100000000151,25307.037,25352.848,NaN
12,9,52.949000000000524,25307.037,25359.986,NaN
14,3,74.21600000000035,25307.825,25382.041,NaN
12,8,47.84200000000055,25309.209,25357.051,NaN
12,3,75.70800000000236,25309.673,25385.381,NaN
12,8,53.47899999999936,25317.452,25370.931,NaN
10,14,29.965000000000146,25320.404,25350.369,NaN
10,-1,32.40400000000227,25321.405,25353.809,NaN
10,14,33.7029999999977,25322.542,25356.245,NaN
10,-1,29.53099999999904,25322.773,25352.304,NaN
10,14,30.368999999998778,25323.504,25353.873,NaN
10,14,29.09700000000157,25323.975,25353.072,NaN
10,14,36.47299999999814,25324.608,25361.081,NaN
10,13,42.41200000000026,25326.108,25368.52,NaN
10,14,39.24200000000201,25326.478,25365.72,NaN
14,8,52.99500000000262,25326.813,25379.808,NaN
10,-1,37.875,25326.878,25364.753,NaN
10,13,40.314000000002125,25327.742,25368.056,NaN
10,14,43.278000000002066,25327.814,25371.092,NaN
10,12,45.56299999999828,25327.915,25373.478,NaN
10,14,42.17699999999968,25328.847,25371.024,NaN
10,12,50.072000000000116,25329.146,25379.218,NaN
10,-1,49.32099999999991,25329.212,25378.533,NaN
10,14,42.211999999999534,25329.781,25371.993,NaN
10,13,57.293000000001484,25330.481,25387.774,NaN
10,14,49.28600000000006,25330.782,25380.068,NaN
10,14,49.85499999999956,25333.55,25383.405,NaN
10,12,53.61199999999735,25333.614,25387.226,NaN
12,8,48.40699999999924,25334.768,25383.175,NaN
10,-1,34.20300000000134,25335.654,25369.857,NaN
10,14,46.41700000000128,25337.52,25383.937,NaN
10,12,52.63999999999942,25337.55,25390.19,NaN
1,12,68.49399999999878,25338.452,25406.946,NaN
10,13,46.48099999999977,25338.723,25385.204,NaN
10,7,40.64400000000023,25339.218,25379.862,NaN
10,14,50.51900000000023,25340.426,25390.945,NaN
3,12,66.14300000000003,25341.202,25407.345,NaN
10,13,37.81100000000151,25341.657,25379.468,NaN
10,14,49.090000000000146,25343.258,25392.348,NaN
12,7,49.065999999998894,25343.843,25392.909,NaN
10,14,47.18600000000151,25344.394,25391.58,NaN
10,14,48.3859999999986,25345.33,25393.716,NaN
10,12,53.2390000000014,25345.659,25398.898,NaN
10,14,47.11899999999878,25348.265,25395.384,NaN
10,-1,41.513999999999214,25353.47,25394.984,NaN
12,7,41.16100000000006,25355.321,25396.482,NaN
10,11,24.36200000000099,25356.174,25380.536,NaN
12,7,48.02700000000186,25357.226,25405.253,NaN
10,12,40.72399999999834,25357.274,25397.998,NaN
10,14,36.97399999999834,25360.078,25397.052,NaN
12,8,55.483000000000175,25361.43,25416.913,NaN
10,12,33.4519999999975,25366.95,25400.402,NaN
12,8,50.04400000000169,25367.835,25417.879,NaN
1,10,55.36200000000099,25369.552,25424.914,NaN
12,7,83.96800000000076,25370.237,25454.205,NaN
12,10,38.78700000000026,25372.577,25411.364,NaN
12,8,50.809000000001106,25373.642,25424.451,NaN
12,8,48.409999999999854,25376.309,25424.719,NaN
1,12,75.3660000000018,25377.76,25453.126,NaN
12,8,56.117999999998574,25379.382,25435.5,NaN
12,8,52.977999999999156,25379.718,25432.696,NaN
13,8,62.50500000000102,25382.336,25444.841,NaN
12,3,77.30400000000009,25385.089,25462.393,NaN
12,3,78.47600000000239,25385.353,25463.829,NaN
12,8,43.57500000000073,25386.718,25430.293,NaN
1,12,68.55799999999726,25387.936,25456.494,NaN
10,11,27.895000000000437,25388.91,25416.805,NaN
12,8,59.449000000000524,25389.494,25448.943,NaN
3,10,53.271999999997206,25390.222,25443.494,NaN
3,8,34.202000000001135,25394.389,25428.591,NaN
13,3,77.75800000000163,25394.483,25472.241,NaN
13,8,63.275000000001455,25394.744,25458.019,NaN
14,7,63.29199999999764,25397.253,25460.545,NaN
1,12,72.9310000000005,25397.545,25470.476,NaN
14,8,62.534999999999854,25398.021,25460.556,NaN
10,12,32.38500000000204,25400.284,25432.669,NaN
