origin,destination,travelTime,entryTime,exitTime,travelDistance
12,10,35.70300000000134,25200.0,25235.703,NaN
12,8,48.934000000001106,25201.733,25250.667,NaN
12,8,45.693999999999505,25202.537,25248.231,NaN
12,8,44.69499999999971,25206.272,25250.967,NaN
12,8,52.401999999998225,25207.573,25259.975,NaN
1,8,41.677999999999884,25209.086,25250.764,NaN
12,6,60.236000000000786,25209.14,25269.376,NaN
12,8,30.181000000000495,25213.21,25243.391,NaN
12,10,40.61000000000058,25222.157,25262.767,NaN
1,5,26.04699999999866,25225.025,25251.072,NaN
3,6,17.847999999998137,25226.633,25244.481,NaN
12,8,44.596999999997934,25235.366,25279.963,NaN
12,8,43.7609999999986,25237.702,25281.463,NaN
12,7,47.35000000000218,25239.404,25286.754,NaN
12,8,50.83499999999913,25240.64,25291.475,NaN
14,8,59.46800000000076,25240.683,25300.151,NaN
12,5,56.48099999999977,25251.483,25307.964,NaN
12,5,57.01100000000224,25251.851,25308.862,NaN
12,8,51.29899999999907,25253.319,25304.618,NaN
1,12,63.89400000000023,25259.565,25323.459,NaN
12,5,84.34000000000015,25265.132,25349.472,NaN
12,6,55.56300000000192,25265.264,25320.827,NaN
3,8,42.15200000000186,25267.243,25309.395,NaN
12,6,59.504000000000815,25272.839,25332.343,NaN
14,6,42.40699999999924,25276.22,25318.627,NaN
12,8,51.46900000000096,25277.943,25329.412,NaN
12,8,40.38999999999942,25290.193,25330.583,NaN
13,8,64.60800000000017,25291.267,25355.875,NaN
12,8,43.15599999999904,25296.464,25339.62,NaN
12,6,61.806000000000495,25298.233,25360.039,NaN
1,6,44.302999999999884,25298.784,25343.087,NaN
12,7,55.758999999998196,25304.771,25360.53,NaN
13,10,38.13999999999942,25310.151,25348.291,NaN
13,7,50.64400000000023,25310.384,25361.028,NaN
12,7,52.18600000000151,25312.748,25364.934,NaN
12,8,54.93999999999869,25315.616,25370.556,NaN
1,12,65.0,25317.753,25382.753,NaN
14,7,50.20599999999831,25318.664,25368.87,NaN
12,8,66.6840000000011,25320.388,25387.072,NaN
10,14,26.36999999999898,25321.127,25347.497,NaN
10,14,31.836999999999534,25322.299,25354.136,NaN
10,13,41.91100000000006,25326.267,25368.178,NaN
10,-1,30.664999999997235,25326.471,25357.136,NaN
12,8,50.63500000000204,25327.496,25378.131,NaN
10,14,34.30500000000029,25327.839,25362.144,NaN
10,13,44.57900000000154,25327.871,25372.45,NaN
6,11,61.046000000002095,25328.135,25389.181,NaN
13,8,61.53600000000006,25328.572,25390.108,NaN
10,13,50.28399999999965,25329.407,25379.691,NaN
14,8,62.33499999999913,25329.676,25392.011,NaN
3,8,42.58300000000236,25329.976,25372.559,NaN
10,12,44.90599999999904,25330.107,25375.013,NaN
10,13,35.369000000002416,25330.707,25366.076,NaN
6,12,63.92499999999927,25331.275,25395.2,NaN
6,12,59.05400000000009,25331.707,25390.761,NaN
6,12,57.956999999998516,25332.571,25390.528,NaN
6,11,50.9330000000009,25334.011,25384.944,NaN
10,12,41.73400000000038,25334.011,25375.745,NaN
12,8,45.931000000000495,25334.068,25379.999,NaN
6,12,64.15800000000309,25335.279,25399.437,NaN
6,11,57.637000000002445,25335.779,25393.416,NaN
12,8,47.22999999999956,25337.809,25385.039,NaN
6,14,67.30500000000029,25337.915,25405.22,NaN
6,12,63.99300000000221,25338.515,25402.508,NaN
6,12,63.99799999999959,25339.711,25403.709,NaN
6,14,59.8650000000016,25339.983,25399.848,NaN
10,14,42.748999999999796,25340.215,25382.964,NaN
6,14,57.762000000002445,25340.351,25398.113,NaN
13,8,55.06299999999828,25340.452,25395.515,NaN
6,12,62.15799999999945,25341.183,25403.341,NaN
6,14,44.68999999999869,25341.379,25386.069,NaN
6,14,68.61499999999796,25341.379,25409.994,NaN
6,12,71.36700000000201,25341.587,25412.954,NaN
6,14,60.73699999999735,25341.847,25402.584,NaN
6,14,70.04599999999846,25341.951,25411.997,NaN
6,13,77.1810000000005,25342.283,25419.464,NaN
6,14,52.02600000000166,25342.283,25394.309,NaN
10,12,36.664999999997235,25342.651,25379.316,NaN
10,12,38.72999999999956,25342.687,25381.417,NaN
6,-1,71.27700000000186,25343.319,25414.596,NaN
10,14,33.806000000000495,25343.755,25377.561,NaN
6,12,74.23799999999756,25345.487,25419.725,NaN
6,-1,66.23699999999735,25346.223,25412.46,NaN
6,14,53.99399999999878,25346.823,25400.817,NaN
10,14,36.40799999999945,25347.091,25383.499,NaN
6,13,80.65500000000247,25347.619,25428.274,NaN
10,14,37.58100000000195,25347.819,25385.4,NaN
6,8,33.744000000002416,25349.027,25382.771,NaN
6,12,72.73700000000099,25349.091,25421.828,NaN
6,9,43.35199999999895,25349.291,25392.643,NaN
6,-1,68.3090000000011,25349.359,25417.668,NaN
10,14,37.01000000000204,25349.727,25386.737,NaN
6,12,73.1710000000021,25350.027,25423.198,NaN
10,-1,35.072000000000116,25350.495,25385.567,NaN
6,14,72.77800000000207,25350.995,25423.773,NaN
10,14,40.17800000000352,25351.063,25391.241,NaN
12,8,56.306000000000495,25351.189,25407.495,NaN
6,8,32.13799999999901,25351.595,25383.733,NaN
10,12,34.46600000000035,25351.923,25386.389,NaN
10,14,38.677999999999884,25351.995,25390.673,NaN
6,14,43.71399999999994,25352.831,25396.545,NaN
10,-1,42.1140000000014,25353.231,25395.345,NaN
6,8,32.07300000000032,25353.331,25385.404,NaN
6,14,73.41400000000067,25353.395,25426.809,NaN
6,12,73.50200000000041,25353.763,25427.265,NaN
6,13,86.28800000000047,25353.899,25440.187,NaN
12,6,67.71000000000276,25355.224,25422.934,NaN
1,8,43.31100000000151,25355.876,25399.187,NaN
6,12,72.36699999999837,25356.035,25428.402,NaN
6,12,76.57499999999709,25356.131,25432.706,NaN
6,14,75.21299999999974,25356.167,25431.38,NaN
12,8,43.96299999999974,25356.524,25400.487,NaN
6,12,77.1740000000027,25356.867,25434.041,NaN
6,11,60.13999999999942,25357.103,25417.243,NaN
12,8,59.37800000000061,25359.697,25419.075,NaN
6,12,72.03499999999985,25359.703,25431.738,NaN
6,12,69.99799999999959,25359.871,25429.869,NaN
6,13,81.9890000000014,25361.303,25443.292,NaN
10,14,36.10499999999956,25361.339,25397.444,NaN
6,14,73.48600000000079,25361.467,25434.953,NaN
6,14,72.51000000000204,25362.207,25434.717,NaN
6,7,39.69499999999971,25362.575,25402.27,NaN
6,13,86.7970000000023,25362.835,25449.632,NaN
6,14,72.9409999999989,25363.343,25436.284,NaN
10,13,42.375,25363.675,25406.05,NaN
6,13,74.5769999999975,25364.275,25438.852,NaN
10,13,42.60899999999674,25365.811,25408.42,NaN
6,11,72.5560000000005,25366.611,25439.167,NaN
6,8,32.91200000000026,25366.743,25399.655,NaN
6,8,136.18399999999747,25367.611,25503.795,NaN
6,12,78.57500000000073,25369.179,25447.754,NaN
12,7,46.08100000000195,25369.673,25415.754,NaN
6,12,79.30599999999686,25369.883,25449.189,NaN
7,6,34.913000000000466,25370.004,25404.917,NaN
6,7,116.84499999999753,25370.147,25486.992,NaN
6,-1,76.81300000000192,25370.783,25447.596,NaN
7,6,38.477999999999156,25371.54,25410.018,NaN
6,7,121.41399999999703,25372.383,25493.797,NaN
6,12,59.61899999999878,25377.591,25437.21,NaN
13,7,56.55199999999968,25380.958,25437.51,NaN
13,6,65.83399999999892,25385.396,25451.23,NaN
6,3,26.56499999999869,25388.467,25415.032,NaN
12,7,42.542999999997846,25390.293,25432.836,NaN
12,3,64.61499999999796,25393.364,25457.979,NaN
12,3,63.477999999999156,25393.397,25456.875,NaN
9,8,70.13999999999942,25393.647,25463.787,NaN
13,8,61.60499999999956,25395.106,25456.711,NaN
12,7,60.55899999999747,25395.701,25456.26,NaN
12,7,56.15600000000268,25396.87,25453.026,NaN
12,10,60.33300000000236,25397.138,25457.471,NaN
1,7,31.009000000001834,25404.696,25435.705,NaN
14,8,58.699000000000524,25405.92,25464.619,NaN
12,3,59.942000000002736,25409.849,25469.791,NaN
1,12,66.13200000000143,25409.886,25476.018,NaN
3,6,82.54999999999927,25409.959,25492.509,NaN
1,8,42.552999999999884,25411.59,25454.143,NaN
12,8,51.199000000000524,25411.784,25462.983,NaN
1,8,38.153000000002066,25413.154,25451.307,NaN
12,7,63.064000000002125,25414.386,25477.45,NaN
12,8,51.969999999997526,25414.721,25466.691,NaN
12,8,48.76600000000326,25415.421,25464.187,NaN
12,8,54.10099999999875,25415.99,25470.091,NaN
12,8,48.42900000000009,25416.99,25465.419,NaN
12,7,62.09300000000076,25417.457,25479.55,NaN
12,7,58.625,25418.624,25477.249,NaN
3,13,72.90399999999863,25419.804,25492.708,NaN
12,7,59.86000000000058,25420.394,25480.254,NaN
12,7,62.3949999999968,25422.294,25484.689,NaN
12,3,64.48199999999997,25422.993,25487.475,NaN
12,7,62.49499999999898,25425.398,25487.893,NaN
13,7,73.76599999999962,25425.44,25499.206,NaN
12,6,65.10699999999997,25428.534,25493.641,NaN
12,5,58.91599999999744,25428.898,25487.814,NaN
12,3,56.23700000000099,25429.602,25485.839,NaN
12,3,59.60599999999977,25429.937,25489.543,NaN
12,7,58.92499999999927,25429.937,25488.862,NaN
12,7,54.48500000000058,25432.373,25486.858,NaN
14,7,56.845000000001164,25433.985,25490.83,NaN
12,7,56.5570000000007,25436.477,25493.034,NaN
-1,1,61.125,25438.289,25499.414,NaN
14,8,61.90200000000186,25438.889,25500.791,NaN
12,7,53.41899999999805,25439.346,25492.765,NaN
12,6,59.93500000000131,25440.645,25500.58,NaN
3,12,68.99299999999857,25451.838,25520.831,NaN
1,10,38.62800000000061,25452.679,25491.307,NaN
2,14,83.57900000000154,25453.44,25537.019,NaN
14,7,57.51199999999881,25456.109,25513.621,NaN
12,8,50.300999999999476,25457.93,25508.231,NaN
12,8,44.12999999999738,25461.633,25505.763,NaN
13,7,55.64600000000064,25462.912,25518.558,NaN
12,8,49.897000000000844,25466.142,25516.039,NaN
12,7,53.68600000000151,25466.474,25520.16,NaN
3,10,46.57600000000093,25466.551,25513.127,NaN
13,8,55.766999999999825,25469.084,25524.851,NaN
12,8,46.02700000000186,25469.141,25515.168,NaN
13,8,51.526999999998225,25469.416,25520.943,NaN
3,7,36.89099999999962,25469.991,25506.882,NaN
13,7,49.51199999999881,25471.248,25520.76,NaN
13,7,55.85000000000218,25471.384,25527.234,NaN
13,8,57.29999999999927,25472.016,25529.316,NaN
13,8,56.432999999997264,25472.686,25529.119,NaN
14,8,37.409999999999854,25474.925,25512.335,NaN
13,11,25.743999999998778,25475.491,25501.235,NaN
13,8,59.27100000000064,25476.356,25535.627,NaN
13,8,62.10699999999997,25476.592,25538.699,NaN
13,8,54.995999999999185,25476.859,25531.855,NaN
14,8,74.64199999999983,25477.797,25552.439,NaN
14,7,46.50200000000041,25478.664,25525.166,NaN
1,8,30.662000000000262,25479.905,25510.567,NaN
13,10,53.21900000000096,25480.396,25533.615,NaN
13,8,65.3070000000007,25481.362,25546.669,NaN
14,7,55.47699999999895,25481.7,25537.177,NaN
13,8,55.5669999999991,25482.764,25538.331,NaN
13,8,64.375,25484.432,25548.807,NaN
14,7,52.04100000000108,25484.769,25536.81,NaN
13,10,54.35699999999997,25484.866,25539.223,NaN
12,7,49.07999999999811,25485.293,25534.373,NaN
13,8,68.51500000000306,25485.332,25553.847,NaN
11,7,37.815999999998894,25485.714,25523.53,NaN
1,8,105.20600000000195,25486.745,25591.951,NaN
13,7,66.6260000000002,25487.567,25554.193,NaN
13,7,52.87999999999738,25487.668,25540.548,NaN
13,7,67.45799999999872,25487.704,25555.162,NaN
3,14,64.29799999999886,25488.343,25552.641,NaN
14,7,51.93699999999808,25489.577,25541.514,NaN
13,8,64.78000000000247,25490.603,25555.383,NaN
13,8,69.71099999999933,25490.74,25560.451,NaN
12,7,59.02799999999843,25491.198,25550.226,NaN
13,8,60.2400000000016,25492.139,25552.379,NaN
14,8,64.87099999999919,25492.212,25557.083,NaN
13,8,62.706999999998516,25492.84,25555.547,NaN
13,7,69.56299999999828,25493.507,25563.07,NaN
1,5,30.733000000000175,25494.323,25525.056,NaN
1,6,30.220000000001164,25496.457,25526.677,NaN
1,14,71.66600000000108,25496.591,25568.257,NaN
14,8,68.24199999999837,25496.949,25565.191,NaN
3,6,19.91399999999703,25497.651,25517.565,NaN
1,13,77.33699999999953,25497.991,25575.328,NaN
1,-1,79.3070000000007,25498.727,25578.034,NaN
-1,1,68.31200000000172,25499.922,25568.234,NaN
12,7,64.70000000000073,25500.574,25565.274,NaN
12,6,57.73400000000038,25503.777,25561.511,NaN
12,7,59.66100000000006,25503.777,25563.438,NaN
12,8,57.77300000000105,25504.982,25562.755,NaN
1,8,26.20499999999811,25504.986,25531.191,NaN
1,12,100.51599999999962,25505.035,25605.551,NaN
13,8,60.70300000000134,25506.088,25566.791,NaN
12,8,55.84100000000035,25506.614,25562.455,NaN
12,8,59.880999999997584,25507.078,25566.959,NaN
3,5,20.123999999999796,25507.632,25527.756,NaN
12,8,60.21399999999994,25508.181,25568.395,NaN
1,8,69.44499999999971,25508.255,25577.7,NaN
13,5,64.01299999999901,25508.324,25572.337,NaN
12,7,61.19400000000314,25509.618,25570.812,NaN
1,5,52.60699999999997,25509.786,25562.393,NaN
12,7,70.47100000000137,25510.118,25580.589,NaN
12,8,61.744000000002416,25510.118,25571.862,NaN
12,5,69.9310000000005,25511.118,25581.049,NaN
1,7,56.469999999997526,25511.307,25567.777,NaN
1,10,80.18500000000131,25511.922,25592.107,NaN
12,8,66.48199999999997,25512.422,25578.904,NaN
14,8,62.50500000000102,25513.566,25576.071,NaN
12,1,77.16600000000108,25513.89,25591.056,NaN
1,6,29.431000000000495,25514.93,25544.361,NaN
12,8,64.54999999999927,25517.625,25582.175,NaN
12,1,67.28600000000006,25517.961,25585.247,NaN
12,6,55.193999999999505,25518.962,25574.156,NaN
14,5,77.1239999999998,25519.941,25597.065,NaN
12,7,65.39600000000064,25520.798,25586.194,NaN
3,6,25.95300000000134,25525.315,25551.268,NaN
12,5,68.55799999999726,25525.435,25593.993,NaN
12,3,59.47999999999956,25527.866,25587.346,NaN
14,3,79.25500000000102,25528.68,25607.935,NaN
1,12,83.40099999999802,25530.526,25613.927,NaN
13,8,60.266999999999825,25531.016,25591.283,NaN
12,8,55.30899999999747,25533.774,25589.083,NaN
12,8,52.633999999998196,25534.845,25587.479,NaN
12,8,53.83600000000297,25536.547,25590.383,NaN
1,6,32.3849999999984,25537.735,25570.12,NaN
12,8,61.21600000000035,25538.879,25600.095,NaN
12,7,57.559000000001106,25540.283,25597.842,NaN
12,7,55.18600000000151,25541.019,25596.205,NaN
12,7,59.794999999998254,25541.251,25601.046,NaN
12,6,69.58199999999852,25542.95,25612.532,NaN
11,5,56.42099999999846,25543.08,25599.501,NaN
12,1,80.10299999999916,25543.455,25623.558,NaN
12,8,60.47700000000259,25544.654,25605.131,NaN
12,7,60.659999999999854,25545.49,25606.15,NaN
3,8,50.71700000000055,25546.903,25597.62,NaN
1,10,53.272000000000844,25547.179,25600.451,NaN
12,8,58.14500000000044,25548.39,25606.535,NaN
12,8,56.133999999998196,25549.394,25605.528,NaN
12,8,54.068999999999505,25550.227,25604.296,NaN
14,8,60.09899999999834,25550.736,25610.835,NaN
12,8,56.672999999998865,25551.094,25607.767,NaN
12,8,53.94499999999971,25551.79,25605.735,NaN
12,8,54.54000000000087,25552.895,25607.435,NaN
12,8,50.20099999999729,25553.33,25603.531,NaN
12,8,55.77300000000105,25553.662,25609.435,NaN
3,9,59.22299999999814,25554.148,25613.371,NaN
1,7,50.06299999999828,25557.055,25607.118,NaN
1,10,42.465000000000146,25558.454,25600.919,NaN
14,5,66.17699999999968,25560.114,25626.291,NaN
1,6,42.663000000000466,25560.191,25602.854,NaN
12,8,60.949000000000524,25560.466,25621.415,NaN
12,7,50.81500000000233,25561.439,25612.254,NaN
1,14,68.39199999999983,25562.096,25630.488,NaN
1,8,45.97600000000239,25563.795,25609.771,NaN
12,8,50.16400000000067,25564.943,25615.107,NaN
12,7,48.215000000000146,25564.975,25613.19,NaN
12,7,52.51800000000003,25566.879,25619.397,NaN
-1,10,42.87000000000262,25566.958,25609.828,NaN
3,7,52.401999999998225,25567.359,25619.761,NaN
12,8,49.82900000000154,25568.479,25618.308,NaN
12,7,56.590000000000146,25569.179,25625.769,NaN
13,10,48.35199999999895,25569.251,25617.603,NaN
1,7,54.96700000000055,25570.871,25625.838,NaN
13,10,52.08799999999974,25573.924,25626.012,NaN
12,9,52.072000000000116,25574.915,25626.987,NaN
12,7,54.185999999997875,25576.487,25630.673,NaN
3,8,44.31299999999828,25576.702,25621.015,NaN
3,8,47.38500000000204,25577.87,25625.255,NaN
12,1,65.0480000000025,25578.851,25643.899,NaN
14,8,61.10199999999895,25579.201,25640.303,NaN
2,10,46.776999999998225,25579.471,25626.248,NaN
1,10,54.278000000002066,25580.978,25635.256,NaN
13,7,58.88600000000224,25586.403,25645.289,NaN
1,8,49.16100000000006,25587.738,25636.899,NaN
12,8,47.132000000001426,25593.171,25640.303,NaN
12,8,45.391999999999825,25593.707,25639.099,NaN
1,12,70.08500000000276,25593.759,25663.844,NaN
12,8,44.29999999999927,25593.767,25638.067,NaN
12,7,52.155000000002474,25594.371,25646.526,NaN
12,6,66.04499999999825,25595.739,25661.784,NaN
12,8,43.359999999996944,25595.739,25639.099,NaN
12,5,74.53299999999945,25596.375,25670.908,NaN
12,7,67.03499999999985,25597.575,25664.61,NaN
14,9,65.66899999999805,25598.022,25663.691,NaN
14,5,53.498999999999796,25602.826,25656.325,NaN
6,10,89.56100000000151,25603.319,25692.88,NaN
8,12,31.55199999999968,25603.463,25635.015,NaN
13,8,58.07199999999648,25606.223,25664.295,NaN
7,12,51.71800000000076,25606.849,25658.567,NaN
12,10,48.757000000001426,25614.359,25663.116,NaN
12,10,46.888999999999214,25617.163,25664.052,NaN
12,8,56.37199999999939,25617.431,25673.803,NaN
12,8,55.04399999999805,25619.627,25674.671,NaN
3,9,93.99599999999919,25619.915,25713.911,NaN
12,7,61.06299999999828,25620.363,25681.426,NaN
12,6,57.76900000000023,25620.831,25678.6,NaN
6,10,92.42799999999988,25624.412,25716.84,NaN
14,10,49.245999999999185,25624.482,25673.728,NaN
12,7,61.56200000000172,25624.903,25686.465,NaN
12,7,57.88999999999942,25628.875,25686.765,NaN
12,7,63.32999999999811,25629.843,25693.173,NaN
12,7,53.51800000000003,25630.243,25683.761,NaN
12,3,74.52800000000207,25631.511,25706.039,NaN
12,7,62.693999999999505,25634.947,25697.641,NaN
3,10,38.629000000000815,25636.467,25675.096,NaN
13,10,57.29200000000128,25640.228,25697.52,NaN
1,9,94.42499999999927,25640.642,25735.067,NaN
7,5,36.19499999999971,25644.454,25680.649,NaN
12,7,50.117999999998574,25645.323,25695.441,NaN
12,7,55.51900000000023,25649.831,25705.35,NaN
13,7,53.780000000002474,25651.672,25705.452,NaN
13,7,63.15299999999843,25652.54,25715.693,NaN
12,8,45.09200000000055,25656.839,25701.931,NaN
3,7,50.66600000000108,25657.055,25707.721,NaN
12,8,46.5679999999993,25658.703,25705.271,NaN
12,8,49.70000000000073,25659.207,25708.907,NaN
12,7,47.98199999999997,25661.071,25709.053,NaN
12,7,49.14600000000064,25662.343,25711.489,NaN
12,8,44.92699999999968,25663.68,25708.607,NaN
12,7,56.888999999999214,25664.379,25721.268,NaN
13,7,61.25200000000041,25664.42,25725.672,NaN
13,7,46.53799999999683,25664.651,25711.189,NaN
14,7,49.67499999999927,25664.918,25714.593,NaN
13,7,63.4890000000014,25665.388,25728.877,NaN
13,7,59.64900000000125,25666.156,25725.805,NaN
12,7,49.887000000002445,25666.975,25716.862,NaN
12,6,60.703999999997905,25667.648,25728.352,NaN
3,-1,56.818999999999505,25668.299,25725.118,NaN
12,6,64.64400000000023,25668.979,25733.623,NaN
14,7,61.75499999999738,25668.99,25730.745,NaN
3,8,42.43999999999869,25669.235,25711.675,NaN
12,7,42.27799999999843,25669.647,25711.925,NaN
12,7,54.72599999999875,25670.179,25724.905,NaN
12,7,35.53900000000067,25670.715,25706.254,NaN
3,7,38.3179999999993,25671.371,25709.689,NaN
3,12,49.733000000000175,25671.671,25721.404,NaN
3,10,56.849999999998545,25673.338,25730.188,NaN
12,8,58.20799999999872,25673.687,25731.895,NaN
12,7,53.92199999999866,25675.855,25729.777,NaN
12,10,51.56499999999869,25676.519,25728.084,NaN
