origin,destination,travelTime,entryTime,exitTime,travelDistance
3,6,30.766999999999825,25200.026,25230.793,NaN
12,7,44.723000000001775,25201.517,25246.24,NaN
12,6,61.84399999999732,25202.116,25263.96,NaN
3,6,30.370999999999185,25205.794,25236.165,NaN
14,7,55.22200000000157,25210.01,25265.232,NaN
12,6,68.6160000000018,25211.493,25280.109,NaN
3,6,35.10200000000259,25215.242,25250.344,NaN
1,14,72.99200000000201,25216.135,25289.127,NaN
14,7,59.030000000002474,25220.282,25279.312,NaN
-1,7,65.16700000000128,25222.957,25288.124,NaN
12,6,45.18999999999869,25234.518,25279.708,NaN
3,12,66.31999999999971,25237.43,25303.75,NaN
3,6,33.7980000000025,25248.478,25282.276,NaN
3,10,53.21299999999974,25249.11,25302.323,NaN
12,-1,74.72100000000137,25249.265,25323.986,NaN
3,12,67.09300000000076,25250.478,25317.571,NaN
12,1,77.79099999999744,25260.044,25337.835,NaN
1,6,21.756000000001222,25274.402,25296.158,NaN
12,6,56.96600000000035,25279.466,25336.432,NaN
12,6,72.8869999999988,25281.698,25354.585,NaN
12,6,64.87900000000081,25281.897,25346.776,NaN
1,14,67.61199999999735,25282.311,25349.923,NaN
12,1,73.55299999999988,25285.238,25358.791,NaN
12,7,61.206999999998516,25286.205,25347.412,NaN
14,7,60.0570000000007,25292.227,25352.284,NaN
12,1,72.58799999999974,25301.95,25374.538,NaN
12,6,67.71399999999994,25308.926,25376.64,NaN
6,12,45.2390000000014,25313.608,25358.847,NaN
6,13,68.42399999999907,25313.641,25382.065,NaN
6,12,56.715000000000146,25313.712,25370.427,NaN
3,6,30.889999999999418,25314.714,25345.604,NaN
6,12,60.654999999998836,25314.776,25375.431,NaN
6,12,65.85900000000038,25315.112,25380.971,NaN
6,13,73.09899999999834,25315.342,25388.441,NaN
10,14,24.976000000002387,25315.603,25340.579,NaN
10,14,36.85199999999895,25315.839,25352.691,NaN
6,12,63.68699999999808,25316.68,25380.367,NaN
6,12,59.35099999999875,25318.616,25377.967,NaN
6,12,60.42099999999846,25318.982,25379.403,NaN
10,13,47.51800000000003,25319.371,25366.889,NaN
6,-1,61.137000000002445,25320.35,25381.487,NaN
6,12,66.32600000000093,25320.681,25387.007,NaN
10,12,35.5,25320.875,25356.375,NaN
6,11,59.33899999999994,25321.052,25380.391,NaN
6,12,68.52300000000105,25321.484,25390.007,NaN
10,13,46.18199999999706,25321.507,25367.689,NaN
12,6,60.86999999999898,25321.542,25382.412,NaN
10,14,34.419999999998254,25321.575,25355.995,NaN
10,14,37.49199999999837,25322.275,25359.767,NaN
10,14,41.29199999999764,25322.379,25363.671,NaN
3,12,81.8739999999998,25322.421,25404.295,NaN
6,7,38.81499999999869,25322.649,25361.464,NaN
10,12,42.13999999999942,25322.811,25364.951,NaN
6,14,57.034999999999854,25322.852,25379.887,NaN
