origin,destination,travelTime,entryTime,exitTime,travelDistance
12,6,49.6349999999984,25200.02,25249.655,NaN
14,10,34.68700000000172,25202.028,25236.715,NaN
-1,14,68.64900000000125,25203.119,25271.768,NaN
12,10,29.616000000001804,25210.566,25240.182,NaN
12,10,22.911000000000058,25218.676,25241.587,NaN
12,8,44.44999999999709,25228.184,25272.634,NaN
13,8,56.181000000000495,25228.334,25284.515,NaN
14,7,59.83100000000195,25228.356,25288.187,NaN
12,7,45.12000000000262,25232.689,25277.809,NaN
12,7,50.32600000000093,25234.123,25284.449,NaN
3,6,21.519000000000233,25236.48,25257.999,NaN
12,6,60.318999999999505,25238.824,25299.143,NaN
12,7,48.727999999999156,25238.892,25287.62,NaN
3,7,47.50500000000102,25239.547,25287.052,NaN
12,6,61.48099999999977,25241.03,25302.511,NaN
12,6,68.99499999999898,25242.06,25311.055,NaN
12,6,62.18700000000172,25242.728,25304.915,NaN
12,6,70.1929999999993,25243.898,25314.091,NaN
12,3,80.14099999999962,25245.667,25325.808,NaN
12,6,68.9890000000014,25245.734,25314.723,NaN
12,6,70.78700000000026,25248.404,25319.191,NaN
12,6,72.12700000000041,25253.208,25325.335,NaN
12,6,39.12200000000303,25255.849,25294.971,NaN
12,1,70.50599999999758,25257.112,25327.618,NaN
1,6,21.94499999999971,25264.418,25286.363,NaN
13,6,62.23699999999735,25265.97,25328.207,NaN
1,6,18.372999999999593,25266.186,25284.559,NaN
1,-1,91.40299999999843,25266.918,25358.321,NaN
1,8,42.28900000000067,25267.886,25310.175,NaN
6,12,60.346999999997934,25269.543,25329.89,NaN
12,6,55.67400000000271,25271.029,25326.703,NaN
12,8,49.58899999999994,25275.366,25324.955,NaN
12,8,48.35399999999936,25276.501,25324.855,NaN
12,8,50.39300000000003,25277.066,25327.459,NaN
12,8,50.4529999999977,25277.469,25327.922,NaN
12,8,53.328999999997905,25278.002,25331.331,NaN
12,8,54.16600000000108,25278.733,25332.899,NaN
12,8,56.13299999999799,25280.202,25336.335,NaN
12,6,61.617999999998574,25280.669,25342.287,NaN
12,6,42.461999999999534,25286.94,25329.402,NaN
1,12,61.10199999999895,25287.238,25348.34,NaN
12,8,53.059000000001106,25292.884,25345.943,NaN
6,14,51.5769999999975,25301.075,25352.652,NaN
12,8,50.95900000000256,25301.692,25352.651,NaN
12,8,55.86300000000119,25302.695,25358.558,NaN
6,10,48.41600000000108,25304.947,25353.363,NaN
6,13,68.33099999999831,25306.883,25375.214,NaN
6,12,48.67099999999846,25307.115,25355.786,NaN
1,10,50.37199999999939,25307.395,25357.767,NaN
6,13,67.50300000000061,25308.215,25375.718,NaN
6,12,60.275000000001455,25308.819,25369.094,NaN
6,7,34.32500000000073,25309.119,25343.444,NaN
6,7,39.70000000000073,25309.351,25349.051,NaN
12,8,54.09300000000076,25309.837,25363.93,NaN
6,12,61.37800000000061,25310.819,25372.197,NaN
6,14,66.08899999999994,25311.423,25377.512,NaN
6,13,64.9310000000005,25312.523,25377.454,NaN
12,8,60.42999999999665,25312.741,25373.171,NaN
12,8,58.168000000001484,25313.103,25371.271,NaN
6,-1,58.35499999999956,25313.586,25371.941,NaN
1,12,70.54499999999825,25313.969,25384.514,NaN
6,12,64.6820000000007,25314.39,25379.072,NaN
6,12,57.93999999999869,25314.791,25372.731,NaN
6,12,60.6140000000014,25316.091,25376.705,NaN
6,7,38.32800000000134,25316.659,25354.987,NaN
6,12,60.01599999999962,25317.423,25377.439,NaN
