origin,destination,travelTime,entryTime,exitTime,travelDistance
3,12,65.34899999999834,25200.023,25265.372,NaN
12,6,48.38999999999942,25200.036,25248.426,NaN
12,8,40.800999999999476,25212.916,25253.717,NaN
12,8,47.50900000000183,25219.422,25266.931,NaN
12,8,54.84899999999834,25220.288,25275.137,NaN
12,8,39.596999999997934,25223.164,25262.761,NaN
4,12,67.34600000000137,25224.855,25292.201,NaN
12,8,50.340000000000146,25231.905,25282.245,NaN
13,6,69.66500000000087,25232.387,25302.052,NaN
12,8,45.507000000001426,25237.142,25282.649,NaN
12,8,52.043000000001484,25239.778,25291.821,NaN
12,8,42.39899999999761,25239.846,25282.245,NaN
12,7,49.181000000000495,25241.513,25290.694,NaN
3,6,22.841999999996915,25243.239,25266.081,NaN
1,6,23.6820000000007,25247.404,25271.086,NaN
12,8,55.68799999999828,25255.825,25311.513,NaN
12,6,61.60499999999956,25259.131,25320.736,NaN
12,6,62.27300000000105,25259.6,25321.873,NaN
12,1,68.59400000000096,25259.93,25328.524,NaN
12,8,68.29699999999866,25261.766,25330.063,NaN
11,13,22.825999999997293,25266.687,25289.513,NaN
1,13,80.12099999999919,25270.218,25350.339,NaN
1,6,26.449000000000524,25270.797,25297.246,NaN
12,3,59.6820000000007,25272.378,25332.06,NaN
3,12,58.873999999999796,25274.903,25333.777,NaN
3,14,45.9900000000016,25275.605,25321.595,NaN
12,8,40.20100000000093,25296.268,25336.469,NaN
12,6,49.49399999999878,25296.268,25345.762,NaN
12,8,55.51599999999962,25298.773,25354.289,NaN
6,13,61.766999999999825,25299.981,25361.748,NaN
12,7,70.80500000000029,25300.04,25370.845,NaN
6,14,61.120999999999185,25300.249,25361.37,NaN
6,12,56.417999999997846,25301.649,25358.067,NaN
6,12,53.984999999996944,25302.616,25356.601,NaN
6,13,60.30400000000009,25303.752,25364.056,NaN
6,12,58.08899999999994,25304.452,25362.541,NaN
6,12,61.455000000001746,25304.853,25366.308,NaN
6,12,50.91100000000006,25305.32,25356.231,NaN
6,13,72.71399999999994,25305.388,25378.102,NaN
14,8,59.58899999999994,25305.444,25365.033,NaN
6,14,54.64799999999741,25305.72,25360.368,NaN
6,13,74.55199999999968,25306.021,25380.573,NaN
6,12,65.42799999999988,25306.12,25371.548,NaN
6,12,53.845000000001164,25306.857,25360.702,NaN
6,12,60.85399999999936,25307.157,25368.011,NaN
6,12,65.65799999999945,25307.757,25373.415,NaN
6,14,60.153000000002066,25308.724,25368.877,NaN
10,12,28.403000000002066,25308.909,25337.312,NaN
6,12,66.09300000000076,25309.725,25375.818,NaN
6,14,63.590000000000146,25309.96,25373.55,NaN
10,12,38.81399999999849,25310.311,25349.125,NaN
10,14,26.03099999999904,25310.377,25336.408,NaN
10,14,38.31299999999828,25310.844,25349.157,NaN
6,12,65.18999999999869,25310.86,25376.05,NaN
10,14,32.875,25311.479,25344.354,NaN
6,12,64.5590000000011,25311.693,25376.252,NaN
6,14,58.85399999999936,25311.96,25370.814,NaN
6,12,68.33299999999872,25312.16,25380.493,NaN
6,-1,60.14999999999782,25312.86,25373.01,NaN
10,14,33.242999999998574,25312.91,25346.153,NaN
6,12,64.5580000000009,25312.996,25377.554,NaN
10,13,45.26900000000023,25313.315,25358.584,NaN
1,10,46.21899999999732,25313.577,25359.796,NaN
12,7,56.79000000000087,25313.887,25370.677,NaN
10,14,32.3070000000007,25314.415,25346.722,NaN
12,6,73.5470000000023,25314.725,25388.272,NaN
6,14,62.65599999999904,25314.729,25377.385,NaN
12,7,58.154999999998836,25314.823,25372.978,NaN
6,-1,59.22200000000157,25315.696,25374.918,NaN
6,12,65.06100000000151,25315.996,25381.057,NaN
10,13,45.16899999999805,25316.215,25361.384,NaN
6,12,64.45500000000175,25316.301,25380.756,NaN
10,14,36.577000000001135,25316.316,25352.893,NaN
6,14,60.721999999997934,25316.632,25377.354,NaN
12,8,56.818999999999505,25316.89,25373.709,NaN
6,12,66.09100000000035,25317.0,25383.091,NaN
6,12,65.65899999999965,25317.432,25383.091,NaN
6,14,62.35699999999997,25317.799,25380.156,NaN
6,12,66.29200000000128,25318.269,25384.561,NaN
6,1,45.16500000000087,25318.332,25363.497,NaN
6,12,70.63200000000143,25318.368,25389.0,NaN
10,13,44.132000000001426,25319.188,25363.32,NaN
10,14,31.070999999999913,25319.785,25350.856,NaN
6,12,72.0010000000002,25319.868,25391.869,NaN
6,14,64.28799999999683,25319.937,25384.225,NaN
6,14,68.59700000000157,25320.068,25388.665,NaN
6,8,39.58899999999994,25320.236,25359.825,NaN
6,14,68.79499999999825,25320.436,25389.231,NaN
6,13,60.2019999999975,25320.505,25380.707,NaN
6,14,65.45699999999852,25320.536,25385.993,NaN
10,13,53.879000000000815,25320.888,25374.767,NaN
6,13,73.44800000000032,25320.904,25394.352,NaN
10,14,38.81200000000172,25321.188,25360.0,NaN
6,14,68.7609999999986,25321.473,25390.234,NaN
10,14,45.07099999999991,25321.488,25366.559,NaN
10,-1,38.741000000001804,25321.957,25360.698,NaN
10,11,31.016999999999825,25322.158,25353.175,NaN
6,10,49.33499999999913,25322.373,25371.708,NaN
10,14,43.8169999999991,25323.025,25366.842,NaN
10,14,31.86699999999837,25323.094,25354.961,NaN
10,14,44.15200000000186,25323.925,25368.077,NaN
6,14,68.92900000000009,25323.972,25392.901,NaN
6,14,70.7980000000025,25324.209,25395.007,NaN
6,-1,67.79500000000189,25324.439,25392.234,NaN
6,12,78.04000000000087,25324.54,25402.58,NaN
6,13,78.58699999999953,25324.809,25403.396,NaN
6,13,80.09299999999712,25325.508,25405.601,NaN
10,-1,40.61099999999715,25325.829,25366.44,NaN
1,6,23.108000000000175,25325.857,25348.965,NaN
1,12,69.1840000000011,25327.188,25396.372,NaN
6,12,73.40199999999822,25327.276,25400.678,NaN
6,14,67.52500000000146,25327.713,25395.238,NaN
6,13,82.05400000000009,25327.813,25409.867,NaN
6,12,73.13199999999779,25329.579,25402.711,NaN
14,7,60.99199999999837,25329.737,25390.729,NaN
6,11,71.17900000000009,25330.38,25401.559,NaN
6,14,69.4310000000005,25330.549,25399.98,NaN
6,14,71.71600000000035,25331.781,25403.497,NaN
6,-1,69.89700000000084,25331.98,25401.877,NaN
6,12,71.43299999999726,25332.148,25403.581,NaN
13,6,60.52100000000064,25332.323,25392.844,NaN
10,13,51.40799999999945,25332.501,25383.909,NaN
6,14,72.83399999999892,25332.948,25405.782,NaN
6,13,80.62100000000282,25333.083,25413.704,NaN
6,14,79.64199999999983,25333.416,25413.058,NaN
6,12,76.43899999999849,25334.217,25410.656,NaN
6,12,77.67699999999968,25334.716,25412.393,NaN
6,12,79.13899999999921,25336.221,25415.36,NaN
6,14,83.9429999999993,25336.221,25420.164,NaN
6,12,77.83800000000338,25337.652,25415.49,NaN
6,12,81.53999999999724,25338.256,25419.796,NaN
6,-1,79.93999999999869,25338.554,25418.494,NaN
6,14,81.20999999999913,25339.288,25420.498,NaN
2,10,56.397000000000844,25340.504,25396.901,NaN
1,12,67.34700000000157,25340.637,25407.984,NaN
6,12,89.58399999999892,25340.793,25430.377,NaN
6,12,93.82400000000052,25341.724,25435.548,NaN
10,13,42.736000000000786,25345.112,25387.848,NaN
10,13,52.20599999999831,25345.416,25397.622,NaN
6,12,89.61799999999857,25348.899,25438.517,NaN
6,14,81.40199999999822,25352.505,25433.907,NaN
12,8,55.05000000000291,25353.795,25408.845,NaN
