origin,destination,travelTime,entryTime,exitTime,travelDistance
12,7,41.68500000000131,25200.035,25241.72,NaN
12,7,50.49699999999939,25200.035,25250.532,NaN
12,8,44.14600000000064,25200.067,25244.213,NaN
12,8,36.84200000000055,25200.163,25237.005,NaN
12,6,59.13199999999779,25203.039,25262.171,NaN
12,10,43.61800000000221,25204.939,25248.557,NaN
12,10,39.418000000001484,25208.171,25247.589,NaN
12,8,53.126000000000204,25208.943,25262.069,NaN
12,10,39.34200000000055,25215.551,25254.893,NaN
12,8,48.38999999999942,25217.147,25265.537,NaN
12,7,51.268999999996595,25218.687,25269.956,NaN
12,6,52.32299999999668,25219.455,25271.778,NaN
12,7,48.896999999997206,25220.723,25269.62,NaN
14,3,63.38999999999942,25221.292,25284.682,NaN
12,8,61.970000000001164,25222.591,25284.561,NaN
12,5,59.599999999998545,25223.491,25283.091,NaN
1,6,16.35900000000038,25227.088,25243.447,NaN
10,8,65.40100000000166,25233.804,25299.205,NaN
12,8,40.210000000002765,25244.547,25284.757,NaN
12,10,40.3859999999986,25245.275,25285.661,NaN
14,10,39.1730000000025,25246.92,25286.093,NaN
12,8,49.72600000000239,25248.315,25298.041,NaN
3,9,59.544999999998254,25249.412,25308.957,NaN
1,10,40.74099999999817,25251.222,25291.963,NaN
12,6,53.92699999999968,25251.287,25305.214,NaN
12,6,58.5669999999991,25253.651,25312.218,NaN
12,6,43.08299999999872,25257.223,25300.306,NaN
12,8,52.297999999998865,25257.355,25309.653,NaN
13,8,57.56100000000151,25258.464,25316.025,NaN
13,7,70.41699999999764,25260.399,25330.816,NaN
12,8,54.62999999999738,25260.491,25315.121,NaN
12,8,55.89400000000023,25262.267,25318.161,NaN
13,8,64.60299999999916,25263.802,25328.405,NaN
12,6,50.26299999999901,25272.639,25322.902,NaN
10,12,33.42699999999968,25275.417,25308.844,NaN
1,12,81.98600000000079,25276.446,25358.432,NaN
12,8,48.248999999999796,25279.484,25327.733,NaN
12,8,46.92099999999846,25283.488,25330.409,NaN
12,8,46.45300000000134,25283.588,25330.041,NaN
12,10,39.314000000002125,25285.051,25324.365,NaN
12,8,49.38999999999942,25287.459,25336.849,NaN
12,10,42.65399999999863,25287.719,25330.373,NaN
12,8,58.23399999999674,25288.223,25346.457,NaN
3,6,31.774999999997817,25290.487,25322.262,NaN
10,8,30.298000000002503,25292.867,25323.165,NaN
12,7,54.736000000000786,25294.5,25349.236,NaN
-1,8,33.409999999999854,25294.559,25327.969,NaN
12,8,57.338000000003376,25295.027,25352.365,NaN
13,8,67.30499999999665,25299.24,25366.545,NaN
3,13,79.39300000000003,25303.435,25382.828,NaN
12,7,56.876000000000204,25305.84,25362.716,NaN
14,8,57.06200000000172,25311.652,25368.714,NaN
13,10,45.78100000000268,25320.295,25366.076,NaN
12,7,52.504000000000815,25321.76,25374.264,NaN
14,8,53.68500000000131,25323.832,25377.517,NaN
12,8,45.94499999999971,25324.432,25370.377,NaN
12,7,50.09600000000137,25325.332,25375.428,NaN
12,8,49.992999999998574,25326.864,25376.857,NaN
14,11,54.73699999999735,25327.433,25382.17,NaN
12,8,48.716999999996915,25328.4,25377.117,NaN
6,13,58.15599999999904,25329.472,25387.628,NaN
6,12,57.31499999999869,25332.646,25389.961,NaN
10,12,34.66500000000087,25335.011,25369.676,NaN
6,8,27.690999999998894,25335.446,25363.137,NaN
10,12,35.69499999999971,25336.013,25371.708,NaN
6,12,57.18999999999869,25337.578,25394.768,NaN
12,8,43.044999999998254,25337.876,25380.921,NaN
10,12,33.26299999999901,25338.113,25371.376,NaN
6,12,53.8179999999993,25338.15,25391.968,NaN
6,-1,61.82500000000073,25339.084,25400.909,NaN
12,8,39.90899999999965,25339.112,25379.021,NaN
10,12,36.33299999999872,25339.448,25375.781,NaN
6,12,50.3070000000007,25339.786,25390.093,NaN
12,10,43.47999999999956,25340.848,25384.328,NaN
